case_id,DSC_1,HD_1,HD95_1,ASSD_1,RVE_1,NSD_1,NLesions_1,MissedLesions_1
r040s063,0.2206,35.4,31.99,8.49,0.876,0.3501,3,1
r040s064,0.8818,4.9,1.41,0.39,0.0713,0.9439,3,0
r040s065,0.7354,4.9,2.24,0.61,0.3626,0.8034,2,0
r040s066,0.8049,3.0,1.41,0.31,0.2961,0.9356,1,0
r040s067,0.8958,10.39,4.1,1.1,0.1528,0.6637,1,0
r040s068,0.9217,13.49,3.61,0.98,0.0756,0.7263,1,0
r040s069,0.8884,7.68,3.0,0.87,0.0932,0.751,1,0
r040s070,0.6816,10.95,4.58,1.21,0.641,0.6944,2,0
r040s071,0.4002,28.65,19.24,3.98,0.7412,0.2096,2,1
r040s072,0.9425,4.12,1.41,0.42,0.0044,0.9407,1,0
r040s073,0.8559,3.32,1.73,0.5,0.0925,0.8874,1,0
r040s074,0.7894,6.71,1.41,0.48,0.1176,0.8983,1,0
r040s075,0.809,8.37,3.16,1.03,0.3032,0.6538,2,0
r040s076,0.9339,9.9,2.83,0.79,0.0534,0.779,1,0
r040s077,0.879,7.28,2.24,0.68,0.0785,0.8193,1,0
r040s078,0.8754,4.24,1.73,0.42,0.0551,0.9158,2,0
r040s079,0.8396,24.92,8.49,2.08,0.2503,0.4707,1,0
r040s080,0.5146,30.13,20.88,3.45,0.6453,0.3711,3,1
r040s081,0.7977,15.65,7.14,2.2,0.3272,0.4043,1,0
r040s082,0.7867,98.24,2.9,2.12,0.1654,0.8158,2,1
r040s083,0.8201,4.69,2.24,0.43,0.2474,0.8879,1,0
r040s084,0.7514,22.49,3.22,1.03,0.2142,0.8415,3,1
r040s085,0.7765,1.41,1.0,0.26,0.2105,0.965,1,0
r040s086,0.9337,14.21,3.0,0.89,0.0918,0.7523,1,0
r040s087,0.9038,28.57,5.19,1.44,0.1673,0.5877,1,0
r040s088,0.6848,10.44,5.1,1.56,0.4476,0.5004,1,0
r041s073,0.7814,9.27,5.09,0.73,0.1586,0.8814,4,1
r041s092,0.8221,2.83,1.0,0.25,0.0567,0.9401,1,0
r042s001,0.6512,1.41,1.0,0.35,1.0714,0.9583,1,0
r042s002,0.7403,30.28,8.06,1.78,0.2322,0.7189,5,4
r042s003,0.7586,11.22,3.74,0.79,0.0698,0.8191,2,0
r042s004,0.7743,2.83,1.41,0.33,0.0639,0.9427,1,0
r042s005,0.8851,1.41,1.0,0.21,0.081,0.968,1,0
r042s006,0.7678,126.63,8.31,1.76,0.2826,0.6159,3,2
r042s007,0.8883,11.58,3.74,1.27,0.0671,0.5887,2,1
r042s008,0.9123,10.25,3.0,0.92,0.006,0.7544,1,0
r042s009,0.8223,33.12,7.55,1.33,0.109,0.8227,12,4
r042s010,0.8067,10.95,4.0,0.81,0.1363,0.8329,1,0
r042s011,0.7737,37.76,25.02,2.31,0.1846,0.8389,3,1
r042s012,0.6789,26.85,14.21,2.54,0.4096,0.6016,1,0
r042s013,0.9265,4.12,1.0,0.33,0.007,0.9602,1,0
r042s014,0.738,14.56,9.95,1.16,0.017,0.8651,5,2
r042s015,0.8704,5.1,2.0,0.55,0.0289,0.8758,2,0
r042s016,0.7075,34.38,7.87,2.2,0.3358,0.4811,3,2
r042s017,0.8112,18.47,6.63,1.46,0.2671,0.6532,2,1
r042s018,0.9041,12.85,3.61,1.07,0.1211,0.6837,1,0
r042s019,0.8636,3.32,1.41,0.46,0.1421,0.9151,2,1
r042s020,0.8386,12.69,2.45,0.63,0.2137,0.8493,4,2
r042s021,0.681,20.27,14.35,1.93,0.4022,0.6866,8,4
r042s022,0.7808,6.16,2.24,0.62,0.2081,0.8242,1,0
r042s023,0.8277,16.76,5.0,1.03,0.0525,0.7806,6,4
r042s024,0.853,9.95,4.12,1.0,0.1594,0.7125,3,2
r042s025,0.8138,10.49,5.83,1.86,0.2739,0.479,3,2
r042s027,0.9252,7.28,2.24,0.67,0.0797,0.8237,3,2
r042s028,0.9094,13.93,3.61,1.04,0.1108,0.7073,1,0
r042s029,0.8545,41.41,7.35,1.57,0.134,0.7861,2,0
r042s030,0.6736,10.63,5.48,1.26,0.4642,0.6394,1,0
r042s031,0.8441,9.95,3.16,0.86,0.0376,0.7416,3,1
r042s032,0.9146,6.32,2.83,0.75,0.0183,0.7945,1,0
r042s033,0.8237,9.49,3.0,0.74,0.0552,0.8422,1,0
r042s034,0.4982,22.11,18.14,3.15,0.8569,0.6368,6,0
r042s035,0.5557,18.44,9.58,2.42,1.1981,0.4586,2,0
r042s036,0.8071,3.0,1.41,0.35,0.0167,0.9441,1,0
r044s001,0.5293,12.53,6.32,1.44,0.2728,0.6613,1,0
r044s002,0.8165,25.32,10.68,1.85,0.1317,0.6416,2,1
r044s003,0.7406,24.35,10.63,2.0,0.2133,0.625,1,0
r044s004,0.7317,6.4,3.0,0.72,0.1431,0.8154,1,0
r045s001,0.849,3.92,1.6,0.54,0.1645,0.8222,1,0
r045s002,0.7895,8.31,2.4,0.75,0.3033,0.6943,1,0
r045s003,0.8371,4.73,1.79,0.64,0.2375,0.735,3,0
r045s004,0.4643,2.4,1.79,0.6,0.6977,0.6481,1,0
r046s001,0.8042,5.43,1.79,0.46,0.1041,0.8443,1,0
r046s002,0.8529,6.3,1.6,0.45,0.1895,0.8705,1,0
r046s003,0.8913,4.0,1.39,0.41,0.0299,0.8929,1,0
r046s004,0.7263,6.04,3.3,0.67,0.3243,0.7581,2,0
r046s005,0.8898,10.52,5.71,1.48,0.2078,0.6056,1,0
r046s006,0.6957,4.66,3.58,0.86,0.3699,0.6727,1,0
r046s007,0.8908,12.24,0.8,0.3,0.0591,0.9531,2,0
r046s008,0.777,36.99,6.49,1.62,0.1115,0.8774,2,0
r046s009,0.8653,13.22,4.8,1.32,0.2373,0.6145,2,1
r046s010,0.6652,13.41,6.69,1.21,0.2348,0.703,2,0
r046s011,0.7093,8.04,4.31,0.93,0.4391,0.6822,1,0
r046s012,0.573,14.4,8.8,2.12,0.5094,0.4714,3,0
r046s013,0.9132,5.06,1.79,0.51,0.0263,0.832,1,0
r047s001,0.8182,9.79,3.72,1.13,0.1602,0.5809,1,0
r047s002,0.9251,7.74,2.0,0.48,0.0101,0.8631,2,0
r047s003,0.8663,3.58,1.41,0.35,0.1361,0.8918,1,0
r047s004,0.7208,37.18,7.43,1.49,0.2038,0.7509,4,1
r047s005,0.6892,20.92,19.04,2.48,0.0769,0.8104,2,1
r047s006,0.8471,3.45,1.41,0.32,0.1166,0.9088,1,0
r047s007,0.8839,13.5,2.2,0.6,0.1338,0.8419,2,1
r047s008,0.8784,37.37,2.83,0.78,0.0098,0.791,5,1
r047s009,0.6997,8.11,4.89,0.93,0.1232,0.7586,1,0
r047s010,0.3998,34.95,11.05,2.51,1.7702,0.5878,6,3
r047s012,0.7825,45.4,17.54,3.01,0.0188,0.7421,4,1
r047s013,0.63,32.07,28.61,7.08,0.1355,0.6347,6,2
r047s014,0.7515,9.35,5.33,1.27,0.4897,0.6649,1,0
r047s015,0.7034,43.41,41.48,3.62,0.1348,0.8216,2,0
r047s016,0.2621,61.76,57.34,17.86,0.7801,0.3342,3,1
r047s017,0.7136,11.91,4.12,1.01,0.2418,0.6881,1,0
r047s018,0.8626,18.06,2.97,1.03,0.1358,0.7353,2,0
r047s019,0.8332,9.22,1.49,0.48,0.1194,0.8591,2,0
r047s020,0.7086,20.52,14.83,1.94,0.3156,0.7405,7,3
r047s021,0.9196,32.14,3.61,0.92,0.0565,0.7693,3,1
r047s022,0.8363,3.85,1.79,0.58,0.0341,0.8137,1,0
r047s023,0.8406,9.91,2.42,0.64,0.2211,0.7774,1,0
r047s025,0.7805,9.9,5.0,0.98,0.3085,0.7064,2,0
r047s026,0.9145,45.33,2.49,0.89,0.0936,0.7348,2,1
r047s027,0.8884,7.09,1.49,0.49,0.1171,0.8329,1,0
r047s028,0.8067,9.26,3.16,0.78,0.2559,0.7655,1,0
r047s029,0.7726,2.49,1.49,0.4,0.2797,0.86,1,0
r047s030,0.8562,11.31,4.89,1.27,0.2196,0.6073,1,0
r047s031,0.8601,34.07,2.49,1.05,0.1796,0.7262,3,1
r047s032,0.9385,8.8,2.24,0.72,0.0422,0.7307,1,0
r047s033,0.6941,11.39,7.07,1.58,0.3854,0.6397,2,0
r047s034,0.7833,39.52,6.08,1.36,0.254,0.7217,8,4
r047s035,0.8233,16.41,6.66,1.62,0.2133,0.5694,1,0
r047s036,0.7562,23.77,20.61,2.25,0.3122,0.7803,3,1
r047s037,0.8496,10.0,2.49,0.67,0.1791,0.8089,3,1
r047s038,0.8923,11.31,2.42,0.66,0.106,0.7904,1,0
r047s039,0.6689,12.61,6.07,1.39,0.4207,0.56,1,0
r047s040,0.895,2.0,1.0,0.24,0.1467,0.9805,1,0
r047s041,0.918,9.0,2.28,0.7,0.0315,0.7406,1,0
r047s042,0.5677,11.34,5.55,1.73,0.266,0.4577,1,0
r047s043,0.4647,6.7,3.35,1.38,0.6846,0.3622,3,0
r047s044,0.8456,20.08,8.04,1.37,0.0957,0.698,1,0
r047s045,0.7703,158.43,6.26,1.48,0.2081,0.5505,3,1
r047s046,0.8517,1.79,1.0,0.28,0.2219,0.9536,1,0
r047s047,0.8605,6.66,2.0,0.58,0.0077,0.8039,1,0
r047s048,0.7887,8.71,3.16,0.62,0.1164,0.8609,2,0
r047s049,0.8733,6.11,2.42,0.89,0.0017,0.676,2,1
r047s050,0.5539,5.85,3.72,1.18,0.5467,0.5225,1,0
r048s001,0.897,10.05,2.0,0.51,0.0636,0.904,2,0
r048s002,0.9411,20.22,2.0,0.58,0.0385,0.8719,2,1
r048s003,0.9071,13.93,2.0,0.46,0.0894,0.9112,3,2
r048s004,0.9174,20.12,1.41,0.39,0.0562,0.9242,2,0
r048s005,0.9011,5.39,1.0,0.33,0.1085,0.9584,1,0
r048s006,0.8972,7.28,2.83,0.91,0.1414,0.7219,1,0
r048s007,0.8206,9.17,2.24,0.61,0.015,0.8812,6,0
r048s008,0.7663,9.17,4.58,1.08,0.236,0.727,1,0
r048s009,0.8248,12.08,5.83,1.32,0.156,0.6914,1,0
r048s010,0.8561,2.24,1.0,0.25,0.0189,0.9724,1,0
r048s011,0.8393,3.0,1.08,0.35,0.0764,0.9498,1,0
r048s012,0.8515,12.0,4.47,0.93,0.0087,0.802,1,0
r048s013,0.7666,12.37,6.63,1.1,0.366,0.7401,1,0
r048s014,0.8836,1.41,1.0,0.25,0.1898,0.9952,1,0
r048s015,0.9355,11.53,2.24,0.72,0.0168,0.817,2,0
r048s016,0.9278,12.37,3.32,0.74,0.0105,0.8247,1,0
r048s017,0.8019,3.16,1.79,0.51,0.3936,0.8943,1,0
r048s018,0.9371,9.54,2.24,0.55,0.0323,0.8904,1,0
r048s019,0.8501,7.81,3.74,1.1,0.2604,0.675,1,0
r048s020,0.8115,5.39,1.41,0.37,0.049,0.9288,2,0
r048s021,0.8243,28.53,11.58,1.78,0.1457,0.7867,2,0
r048s022,0.6943,13.04,5.0,1.04,0.3006,0.795,6,1
r048s023,0.8071,4.47,2.15,0.52,0.2828,0.8893,1,0
r048s024,0.9341,9.06,2.45,0.74,0.0106,0.7983,1,0
r048s025,0.9041,8.54,4.0,1.03,0.1626,0.7269,1,0
r048s026,0.8878,7.35,2.0,0.49,0.0735,0.9014,1,0
r048s027,0.8145,6.63,2.24,0.52,0.0241,0.8775,2,0
r048s028,0.9202,25.2,2.24,0.61,0.0254,0.8762,1,0
r048s029,0.8229,2.24,1.0,0.28,0.0115,0.9744,1,0
r048s030,0.6132,2.83,2.0,0.51,0.4965,0.8377,1,0
r048s031,0.3918,53.5,50.24,6.81,1.5777,0.4777,2,0
r048s032,0.7678,12.0,4.6,0.8,0.2502,0.8255,1,0
r048s033,0.8992,1.0,1.0,0.15,0.0239,1.0,1,0
r048s034,0.5528,39.05,11.0,3.09,0.3651,0.6312,6,0
r048s035,0.7499,47.04,21.67,2.76,0.265,0.754,6,4
r048s036,0.7053,12.85,6.63,0.97,0.357,0.8058,1,0
r048s037,0.9373,13.04,1.41,0.48,0.0441,0.9253,1,0
r048s038,0.7595,5.48,2.83,0.68,0.5242,0.8234,2,0
r048s039,0.7836,18.47,13.47,1.2,0.0964,0.8717,3,1
r048s040,0.9169,9.27,1.41,0.39,0.0055,0.9471,1,0
r048s041,0.8255,5.92,2.24,0.6,0.0544,0.8397,1,0
r048s042,0.837,12.33,2.45,0.65,0.1435,0.914,3,1
r048s043,0.3162,31.32,29.06,8.55,0.7196,0.3277,2,1
r048s044,0.8619,18.06,7.07,0.95,0.0682,0.8858,4,1
r049s003,0.5263,3.49,3.2,0.9,1.1667,0.5135,1,0
r049s004,0.7952,2.12,1.5,0.39,0.4412,0.7323,1,0
r049s005,0.0,15.59,13.9,7.16,0.986,0.0,1,1
r049s006,0.7957,58.91,6.93,1.52,0.2064,0.4909,6,5
r049s007,0.6985,19.03,15.3,2.14,0.1573,0.642,4,0
r049s008,0.1925,22.75,19.5,5.09,8.0943,0.201,2,0
r049s009,0.6667,2.12,1.5,0.46,1.0,0.629,1,0
r049s010,0.0,16.9,15.33,7.98,0.9828,0.0,1,1
r049s011,0.3845,21.94,16.16,2.91,0.7217,0.3321,5,2
r049s012,0.572,55.74,47.6,8.72,0.5562,0.4477,3,1
r049s013,0.8947,14.15,2.12,0.57,0.0018,0.686,3,0
r049s014,0.311,22.9,19.17,6.79,0.3446,0.2126,2,1
r049s016,0.6327,6.71,3.35,0.78,0.4325,0.5705,2,0
r049s018,0.7216,2.12,1.5,0.49,0.098,0.6824,1,0
r049s020,0.2533,9.0,8.08,3.29,0.1739,0.2214,1,0
r049s021,0.5379,6.87,3.25,0.71,0.6256,0.5019,4,0
r049s023,0.9036,7.5,1.5,0.48,0.0593,0.7118,1,0
r049s024,0.7709,4.5,2.12,0.49,0.2704,0.6905,1,0
r049s025,0.6897,4.5,2.12,0.64,0.4037,0.5878,1,0
r049s026,0.5078,88.42,85.18,11.86,0.55,0.4577,3,2
r049s028,0.7714,6.18,2.98,0.59,0.2166,0.7181,2,0
r049s029,0.1328,46.23,43.48,13.15,0.9197,0.0705,11,9
r049s033,0.8276,5.61,1.5,0.46,0.0429,0.7489,2,0
r049s034,0.6395,3.0,2.12,0.52,0.5043,0.5948,3,0
r050s001,0.8205,1.3,1.3,0.24,0.1667,0.8108,1,0
r050s002,0.7637,2.6,1.46,0.47,0.2248,0.6507,2,0
r050s003,0.48,7.01,5.71,1.18,1.9062,0.4522,1,0
r050s005,0.79,5.52,2.91,0.67,0.1715,0.5864,2,0
r050s006,0.7869,2.6,1.3,0.37,0.0,0.7347,1,0
r050s007,0.8468,43.59,2.91,1.35,0.1174,0.5725,2,0
r050s008,0.6568,4.87,2.62,0.75,0.2213,0.58,1,0
r050s009,0.7967,1.84,1.3,0.3,0.1364,0.7642,1,0
r050s010,0.7679,1.84,1.3,0.35,0.1935,0.7234,1,0
r050s011,0.6911,35.13,23.94,2.38,0.051,0.6301,4,0
r050s012,0.0,,,,1.0,,1,1
r050s013,0.377,49.29,47.75,13.33,0.1981,0.3462,3,1
r050s014,0.6957,21.21,19.14,1.53,0.4274,0.6543,3,1
r050s015,0.5361,32.95,31.77,6.4,0.4961,0.5405,4,1
r050s016,0.0,,,,1.0,,2,2
r052s001,0.6148,33.51,19.54,3.55,0.1997,0.6832,9,4
r052s002,0.8557,3.74,1.41,0.39,0.0921,0.9252,1,0
r052s003,0.8116,13.64,5.1,0.86,0.129,0.8277,6,1
r052s004,0.8039,2.24,1.0,0.32,0.0268,0.9682,2,0
r052s005,0.7378,4.69,2.47,0.56,0.3583,0.8212,2,0
r052s006,0.8747,10.1,3.0,0.7,0.0638,0.819,2,0
r052s007,0.6581,31.45,28.05,7.24,0.3464,0.663,3,2
r052s008,0.9002,12.37,3.0,0.73,0.0613,0.8207,1,0
r052s009,0.9328,9.49,2.45,0.62,0.0338,0.8519,2,0
r052s010,0.9221,36.63,3.74,0.94,0.0145,0.7775,2,1
r052s011,0.4575,16.4,11.18,2.98,0.3233,0.5229,6,1
r052s013,0.708,34.44,27.86,3.62,0.1264,0.7974,2,0
r052s014,0.9084,8.25,3.0,0.7,0.0435,0.8321,1,0
r052s015,0.7656,9.27,6.1,0.98,0.1412,0.8146,2,0
r052s016,0.8942,6.71,1.0,0.29,0.0361,0.958,1,0
r052s017,0.696,28.71,9.11,1.86,0.2391,0.646,9,3
r052s018,0.694,3.0,1.73,0.37,0.4423,0.8841,2,0
r052s019,0.8237,13.49,4.0,0.94,0.0119,0.8094,5,3
r052s021,0.858,51.19,32.13,2.66,0.0643,0.8688,3,1
r052s022,0.8516,52.1,15.59,2.56,0.0314,0.7639,2,1
r052s023,0.7038,4.12,1.93,0.48,0.3878,0.866,1,0
r052s024,0.7586,12.08,3.61,0.83,0.2433,0.7679,2,1
r052s025,0.5691,32.02,11.09,1.92,0.5578,0.6338,3,1
r052s026,0.8606,12.69,5.83,1.42,0.1958,0.651,1,0
r052s027,0.1896,21.31,17.92,5.82,0.7644,0.3086,2,0
r052s028,0.685,4.24,2.24,0.66,0.4631,0.7769,1,0
r052s029,0.7539,7.87,3.46,0.64,0.1077,0.8911,2,0
r052s030,0.8651,3.16,1.41,0.45,0.0357,0.9102,1,0
r052s031,0.7672,31.19,21.68,2.99,0.0149,0.7292,7,2
r052s032,0.8336,30.43,4.12,0.96,0.0768,0.8222,2,0
r052s033,0.9105,10.2,2.0,0.54,0.0359,0.8782,1,0
r052s034,0.4995,23.55,17.56,2.88,0.1335,0.6191,9,2
r053s021,0.707,7.21,3.0,0.65,0.5298,0.842,7,0
r053s039,0.7449,2.45,1.0,0.3,0.1,0.9558,1,0
r053s042,0.6122,1.73,1.41,0.35,1.2667,0.8696,1,0
r053s053,0.6489,8.83,4.47,0.96,0.3029,0.7269,1,0
r056s001,0.6971,8.48,6.02,1.05,0.3965,0.7325,1,0
r056s002,0.7951,2.0,1.03,0.28,0.0122,0.8638,1,0
r056s003,0.7372,4.47,1.45,0.45,0.454,0.8048,3,0
r056s004,0.9286,77.94,1.03,0.46,0.0036,0.8856,3,2
r056s005,0.8322,3.78,1.43,0.44,0.2604,0.8884,1,0
r056s006,0.8911,2.25,1.03,0.26,0.0432,0.9244,1,0
r056s007,0.7741,31.0,3.08,1.11,0.3741,0.664,6,1
r056s008,0.8372,42.69,4.11,1.19,0.0082,0.5623,1,0
r056s009,0.8154,5.19,2.0,0.49,0.0698,0.8242,2,0
r056s010,0.8788,14.29,3.53,0.88,0.0428,0.7278,3,0
r056s012,0.6874,8.18,4.0,0.76,0.295,0.7166,5,0
r056s014,0.8724,15.28,7.93,1.4,0.1551,0.6099,4,3
r056s015,0.7732,8.52,2.48,0.59,0.1354,0.7565,1,0
r056s016,0.8805,15.38,4.57,0.98,0.0702,0.6942,2,0
r056s017,0.3348,40.11,35.01,9.84,2.6135,0.366,2,1
r057s021,0.7668,23.04,10.0,1.79,0.0184,0.7394,1,0
r057s028,0.8858,22.56,3.74,0.81,0.0883,0.8088,1,0
r057s039,0.8956,60.55,1.41,0.85,0.0199,0.9411,3,2
r057s040,0.9387,7.35,1.41,0.41,0.0201,0.9225,6,2
r057s041,0.9091,62.87,2.0,0.62,0.0145,0.9158,4,3
r057s042,0.8988,2.83,1.0,0.35,0.1473,0.9776,1,0
r057s043,0.9374,7.55,1.41,0.36,0.0257,0.9435,1,0
r057s044,0.7703,31.58,7.0,1.39,0.2545,0.7278,5,2
r057s045,0.9372,12.69,2.24,0.57,0.0306,0.8855,1,0
r057s046,0.95,9.27,1.41,0.37,0.0022,0.9384,4,3
r057s047,0.7831,1.0,1.0,0.28,0.3333,1.0,1,0
r057s048,0.5135,15.52,11.45,2.07,1.7054,0.6318,2,0
r057s049,0.9212,2.0,1.0,0.2,0.0013,0.9947,2,0
r057s050,0.7335,5.39,3.0,0.72,0.6153,0.8238,2,0
r058s032,0.5364,33.36,28.97,4.51,0.5792,0.5792,5,3
r058s033,0.7458,2.65,1.39,0.36,0.095,0.8667,1,0
r058s034,0.6227,21.14,4.0,1.3,0.3472,0.5253,10,2
r058s035,0.7876,38.04,2.26,1.4,0.1718,0.8562,2,1
r058s036,0.7258,2.77,1.79,0.41,0.3541,0.8054,1,0
r058s037,0.8229,51.67,6.45,1.42,0.1184,0.5774,10,7
r058s038,0.3497,41.79,39.01,16.3,0.2019,0.4101,5,4
r058s039,0.8401,13.72,4.73,1.15,0.1522,0.6673,7,2
r058s040,0.8509,7.16,2.88,0.79,0.1563,0.7326,3,1
r058s041,0.8221,43.94,34.45,2.6,0.0177,0.7148,5,2
r058s042,0.8896,1.96,1.05,0.29,0.0792,0.9496,1,0
r058s043,0.6015,20.05,18.19,3.27,0.0321,0.7648,4,2
r058s044,0.6508,18.62,5.06,1.34,0.6189,0.6185,6,2
r058s045,0.9168,1.6,0.8,0.2,0.112,0.9841,1,0
r058s046,0.7668,62.35,42.07,3.87,0.2972,0.7665,5,2
r058s047,0.8724,10.64,4.0,0.94,0.1346,0.6933,2,1
r058s048,0.7042,1.79,0.8,0.28,0.0811,0.9538,1,0
r058s049,0.8583,11.0,3.92,0.96,0.0398,0.6664,1,0
r058s050,0.8729,33.19,1.79,0.77,0.0671,0.805,2,1
r058s051,0.3452,78.11,76.44,20.31,0.2322,0.4526,2,1
r058s052,0.8691,45.12,1.6,1.41,0.0912,0.9155,9,6
r058s053,0.6069,15.39,8.04,1.98,0.7475,0.496,2,0
r058s054,0.6657,21.0,8.16,2.27,0.3739,0.3563,5,0
r058s055,0.8189,4.0,1.13,0.37,0.2158,0.9385,3,1
r058s056,0.6198,25.82,8.98,1.97,0.4672,0.4674,14,10
r058s057,0.8551,70.49,2.4,1.65,0.0508,0.8798,9,7
r058s058,0.4978,34.06,7.32,2.95,0.1404,0.5317,4,2
r058s059,0.7312,22.2,7.55,1.51,0.0246,0.67,10,2
r058s060,0.7614,28.24,17.69,1.94,0.2463,0.6528,34,25
r058s061,0.7184,9.36,4.08,1.07,0.2497,0.6291,5,0
r058s062,0.8621,7.2,1.96,0.6,0.1795,0.809,7,1
r058s063,0.761,21.5,4.38,1.38,0.0505,0.5371,4,2
r058s064,0.8667,1.79,0.8,0.24,0.034,0.9814,2,0
r058s065,0.6258,10.31,5.06,1.08,0.3881,0.6244,4,0
r058s066,0.8305,2.99,0.8,0.27,0.0166,0.9556,3,0
r059s001,0.7136,71.87,63.8,10.0,0.5312,0.746,2,0
r059s002,0.8754,10.3,4.24,0.85,0.1478,0.7811,5,3
r059s003,0.8818,6.08,1.41,0.38,0.1089,0.9471,3,0
r059s004,0.7025,7.48,3.74,0.92,0.3349,0.7845,1,0
r059s005,0.784,8.19,2.24,0.55,0.0263,0.882,6,0
r059s006,0.7837,2.24,1.41,0.38,0.4664,0.9415,1,0
r059s007,0.8594,47.9,6.78,1.87,0.089,0.6358,5,0
r059s008,0.9294,11.18,3.16,0.8,0.0459,0.7866,2,1
r059s009,0.844,16.4,1.0,0.31,0.2116,0.9771,2,0
r059s010,0.8912,12.25,2.83,0.68,0.0271,0.8514,3,1
r059s012,0.3215,26.87,4.61,1.98,0.0195,0.4003,7,1
r059s014,0.792,10.39,3.0,0.76,0.0046,0.849,1,0
r059s015,0.8734,20.93,5.1,1.29,0.2064,0.6718,1,0
r059s016,0.8336,73.19,28.25,2.85,0.0307,0.7178,3,2
r059s017,0.6307,7.35,5.44,1.14,0.4912,0.6432,1,0
r059s018,0.7041,21.0,10.0,1.89,0.1163,0.6534,2,0
r059s019,0.7757,5.48,2.45,0.67,0.3236,0.7923,2,0
r059s020,0.8707,1.41,1.0,0.19,0.0807,0.9967,2,0
r059s021,0.7636,8.49,3.74,0.67,0.0583,0.8851,3,1
r059s022,0.8247,15.0,3.0,0.83,0.1366,0.7878,1,0
r059s023,0.7226,5.92,2.6,0.54,0.1449,0.8715,2,1
r059s024,0.8704,12.85,3.0,0.64,0.0676,0.8528,2,0
r059s025,0.4656,31.08,15.96,6.91,0.0325,0.4958,6,4
r059s026,0.4527,35.28,23.02,3.92,0.6782,0.446,9,3
r059s028,0.23,35.44,22.83,6.24,2.7113,0.4156,7,2
r059s029,0.8094,22.05,4.9,0.91,0.2075,0.7906,7,4
r059s030,0.939,37.7,3.0,0.86,0.073,0.79,3,1
r059s031,0.5211,62.68,13.64,5.19,1.5243,0.3617,9,7
r059s032,0.833,48.05,2.0,2.0,0.1652,0.9302,4,1
r059s033,0.8692,42.93,8.6,1.6,0.198,0.8469,4,2
r059s034,0.6963,20.45,16.54,2.39,0.1472,0.7501,12,7
r059s035,0.4423,53.46,52.49,5.45,0.7,0.6863,3,2
r059s036,0.5414,56.4,34.03,6.47,0.2007,0.6257,20,13
r059s037,0.6621,27.68,13.35,1.9,0.3578,0.734,12,7
r059s038,0.7147,53.57,32.78,4.42,0.2058,0.7542,5,3
r059s039,0.732,58.09,6.16,1.6,0.3778,0.5831,3,2
r059s040,0.4791,50.8,42.81,6.58,1.4189,0.5229,6,2
r059s041,0.5333,18.28,13.15,2.4,0.5351,0.5698,14,7
r061s001,0.8805,64.88,1.41,0.63,0.1542,0.9468,2,1
r061s002,0.9035,3.61,1.0,0.24,0.1013,0.9918,1,0
r061s003,0.8567,42.31,6.48,1.33,0.0457,0.7741,5,3
r061s004,0.8252,19.65,2.24,0.59,0.0963,0.8937,5,3
r061s005,0.7967,22.23,6.71,1.21,0.127,0.7895,4,1
r061s006,0.7133,2.45,1.41,0.39,0.1739,0.9328,2,0
r061s007,0.9102,4.47,1.41,0.35,0.0864,0.9461,1,0
r061s008,0.9139,10.68,1.0,0.34,0.016,0.956,2,1
r061s009,0.9077,13.15,2.24,0.53,0.0366,0.8798,1,0
r061s010,0.8096,4.24,1.41,0.32,0.2395,0.9316,2,0
r061s011,0.7274,12.73,3.16,0.71,0.2689,0.8329,8,2
r061s012,0.8705,22.85,2.0,0.61,0.0208,0.9167,2,1
r061s013,0.8305,19.0,7.28,1.35,0.158,0.7681,1,0
r061s014,0.7592,4.36,1.41,0.41,0.0907,0.927,3,0
r061s015,0.6157,31.14,23.66,5.04,0.429,0.459,5,2
r062s006,0.5357,16.88,9.0,2.03,1.5027,0.6325,3,1
r062s007,0.8145,14.35,5.39,1.32,0.256,0.6801,1,0
r062s009,0.9011,17.75,1.41,0.52,0.1623,0.9256,7,3
r062s010,0.8351,2.0,1.0,0.33,0.3492,0.9715,2,0
r062s011,0.8733,3.16,1.0,0.32,0.0674,0.967,2,0
r062s012,0.8316,55.23,32.09,2.85,0.3148,0.8118,2,1
r062s013,0.6912,10.68,4.96,0.7,0.7154,0.8634,1,0
r062s014,0.8828,1.41,1.0,0.18,0.172,0.9967,1,0
r063s053,0.6577,7.73,3.82,1.25,0.3038,0.5669,1,0
r064s003,0.7518,54.97,23.15,3.32,0.0463,0.7125,10,6
r064s006,0.7541,31.19,10.63,2.24,0.1449,0.7342,3,1
r064s007,0.4469,14.25,10.17,1.89,0.6868,0.4929,4,2
r064s008,0.9416,16.4,2.0,0.56,0.0113,0.8941,1,0
r064s009,0.732,17.92,6.4,1.73,0.3883,0.5333,4,1
r064s012,0.6898,13.89,8.23,1.25,0.3053,0.7647,3,1
r065s003,0.6639,17.81,16.43,1.32,0.1303,0.8513,3,1
r065s005,0.7361,3.2,2.06,0.34,0.2899,0.9002,1,0
r065s006,0.3357,54.59,53.39,19.68,0.7485,0.3805,2,1
r065s008,0.2255,30.87,25.15,8.66,0.1869,0.2615,2,0
r065s009,0.4747,52.01,46.89,7.63,0.5849,0.4156,2,1
r065s011,0.91,30.45,13.73,1.3,0.0604,0.9155,3,2
r065s012,0.8298,16.52,6.1,1.04,0.0832,0.8153,10,2
r065s013,0.0792,39.08,35.37,6.84,0.899,0.1734,5,3
