case_id,DSC_1,HD_1,HD95_1,ASSD_1,RVE_1,NSD_1,NLesions_1,MissedLesions_1
r023s010,0.8729,51.27,1.42,0.49,0.1249,0.9032,1,0
r023s011,0.4675,58.19,56.03,8.35,0.6916,0.4522,2,1
r023s014,0.8152,2.6,1.38,0.47,0.2828,0.8589,2,1
r023s015,0.1355,70.56,64.94,24.3,1.0408,0.2375,2,0
r023s016,0.8766,16.8,4.61,1.14,0.004,0.6411,2,1
r023s017,0.8993,63.24,3.53,2.31,0.0617,0.7741,1,0
r024s001,0.8259,10.44,3.33,0.72,0.2651,0.9,1,0
r024s002,0.8997,103.72,3.74,1.27,0.0112,0.7378,14,12
r024s003,0.7788,33.97,5.2,1.18,0.1635,0.7252,4,1
r024s004,0.7078,8.25,4.12,0.93,0.2756,0.7701,1,0
r024s005,0.9041,5.66,2.24,0.68,0.101,0.8261,1,0
r024s006,0.682,22.05,19.02,3.07,0.2862,0.7665,3,1
r024s007,0.6128,33.84,32.51,4.82,0.5046,0.7143,3,1
r024s008,0.8045,46.69,2.24,1.94,0.1806,0.8879,3,0
r024s009,0.8757,6.78,2.24,0.64,0.0018,0.8052,2,1
r024s010,0.8962,16.52,3.61,1.01,0.0824,0.746,3,1
r024s011,0.8034,10.44,3.16,0.68,0.2473,0.8207,2,0
r024s012,0.4441,26.93,7.29,1.93,1.2427,0.5799,1,0
r024s013,0.785,3.61,1.41,0.38,0.2023,0.9203,1,0
r024s014,0.2239,73.77,67.84,10.82,0.8727,0.2124,4,3
r024s015,0.0,87.85,86.86,78.77,13.8475,0.0,1,1
r024s016,0.8159,16.76,6.63,1.38,0.0927,0.6616,18,15
r024s017,0.755,11.92,3.74,0.89,0.1136,0.7754,3,0
r024s018,0.8572,6.71,2.0,0.5,0.0772,0.9037,7,2
r024s019,0.86,32.26,4.47,1.25,0.1393,0.6477,7,5
r024s020,0.6051,45.45,41.35,5.64,0.4942,0.6741,1,0
r024s021,0.4944,45.92,42.02,7.04,1.6316,0.5341,1,0
r027s001,0.809,7.5,2.19,0.67,0.2244,0.7832,2,0
r027s002,0.793,14.57,6.0,1.23,0.1001,0.7086,3,0
r027s006,0.8696,1.27,0.9,0.19,0.1455,0.9919,1,0
r027s009,0.9043,18.63,2.19,0.66,0.1228,0.7708,1,0
r027s012,0.71,28.25,24.06,3.36,0.7887,0.7203,1,0
r027s013,0.889,2.0,0.9,0.19,0.1383,0.9767,1,0
r027s014,0.9242,8.77,2.54,0.65,0.0826,0.7903,2,0
r027s015,0.7946,8.0,3.23,0.74,0.473,0.7864,1,0
r027s017,0.9023,20.12,1.27,0.35,0.0676,0.9312,1,0
r027s019,0.8729,13.13,4.11,1.13,0.148,0.6435,1,0
r027s023,0.8605,7.23,2.54,0.85,0.2215,0.6904,1,0
r027s026,0.3737,20.14,13.25,2.61,0.7261,0.4949,4,1
r027s028,0.8336,10.36,6.3,1.05,0.0855,0.7403,1,0
r027s029,0.8413,12.08,3.32,0.89,0.0639,0.7808,2,0
r027s030,0.7367,65.57,46.88,4.99,0.4039,0.777,1,0
r027s031,0.8864,8.06,2.83,0.79,0.0795,0.7959,1,0
r027s032,0.7167,29.42,3.74,1.59,0.1424,0.8049,1,0
r027s033,0.5994,37.91,24.26,4.63,0.5659,0.6395,5,1
r027s035,0.8317,8.19,2.83,0.92,0.3511,0.7468,2,1
r027s037,0.8265,12.37,4.47,1.34,0.3314,0.6254,1,0
r027s041,0.7723,24.76,1.41,0.43,0.07,0.9454,1,0
r027s042,0.779,16.25,7.48,1.08,0.2588,0.8032,2,0
r027s046,0.9007,10.86,3.16,0.89,0.1314,0.7651,2,1
r027s047,0.8656,5.38,2.0,0.63,0.2596,0.8731,1,0
r027s048,0.8784,32.76,5.2,1.35,0.1533,0.6543,1,0
r027s050,0.8154,5.38,2.0,0.71,0.2965,0.7989,1,0
r027s051,0.8925,11.44,3.74,1.04,0.1374,0.7243,1,0
r027s052,0.7654,6.4,4.12,0.65,0.2092,0.8298,2,0
r027s053,0.9334,9.17,2.24,0.74,0.0931,0.7955,1,0
r027s054,0.5551,7.81,5.38,0.88,1.5556,0.7261,1,0
r027s057,0.9525,7.81,1.41,0.47,0.0021,0.9127,1,0
r027s058,0.9034,2.24,1.0,0.24,0.0731,0.9873,1,0
r028s001,0.9068,14.56,2.24,0.61,0.0903,0.881,1,0
r028s002,0.7262,24.92,4.12,1.01,0.0095,0.7527,2,0
r028s003,0.2152,34.37,30.17,8.65,5.7118,0.3078,1,0
r028s004,0.5875,11.05,8.06,1.67,0.3569,0.6295,2,0
r028s005,0.8001,6.4,2.24,0.54,0.1325,0.8745,1,0
r028s006,0.9104,20.88,1.41,0.47,0.0019,0.9382,1,0
r028s007,0.8559,5.39,1.0,0.31,0.1174,0.9589,3,0
r028s008,0.8934,33.08,5.39,1.35,0.0635,0.8283,1,0
r028s009,0.387,45.4,37.76,6.6,0.487,0.3785,1,0
r028s010,0.8704,9.9,2.83,0.86,0.1797,0.7766,1,0
r028s011,0.0,45.79,44.47,38.26,0.9,0.0,1,1
r028s012,0.5205,32.16,27.0,5.32,1.1387,0.554,1,0
r028s013,0.6513,52.01,26.15,4.27,0.1088,0.6938,1,0
r028s014,0.0,,,,1.0,,1,1
r028s015,0.6899,36.35,27.29,4.31,0.3607,0.7007,2,1
r028s016,0.733,16.91,6.56,2.16,0.6709,0.4498,1,0
r028s017,0.2967,59.2,55.34,15.99,1.3417,0.3681,2,1
r028s018,0.8261,1.41,1.0,0.27,0.2439,0.9966,1,0
r028s019,0.7667,7.81,4.24,0.78,0.0432,0.8343,1,0
r028s020,0.8588,7.35,2.45,0.69,0.1117,0.8115,1,0
r028s021,0.9409,11.45,2.24,0.7,0.0299,0.8196,2,0
r028s022,0.8948,12.33,2.24,0.7,0.0452,0.8241,1,0
r028s023,0.8476,13.38,5.2,1.22,0.1407,0.7184,1,0
r028s024,0.8092,3.32,1.41,0.32,0.2547,0.9437,2,0
r028s025,0.8985,8.6,3.16,0.88,0.1509,0.7586,1,0
r028s026,0.5273,58.86,51.08,8.05,1.4282,0.6305,5,0
r029s001,0.6158,11.83,5.34,1.27,0.4927,0.6224,2,0
r029s002,0.803,39.45,16.35,2.56,0.0758,0.8445,3,0
r029s003,0.8796,12.41,4.0,1.17,0.0377,0.6915,2,1
r029s004,0.7859,52.47,5.2,1.65,0.2007,0.7267,8,5
r029s005,0.0,69.99,66.19,27.81,0.2153,0.0,8,8
r029s006,0.8906,14.35,4.12,1.15,0.1356,0.6664,2,0
r029s007,0.8166,56.62,9.43,2.62,0.139,0.6836,3,1
r029s008,0.8161,11.36,2.0,0.59,0.1761,0.893,2,0
r029s009,0.4274,63.98,60.68,9.21,0.6718,0.4375,2,1
r029s010,0.5027,51.55,49.71,9.84,0.639,0.6334,3,1
r030s002,0.8898,12.41,5.92,0.98,0.0754,0.7829,2,1
r030s003,0.7958,40.57,30.32,4.71,0.2715,0.757,5,4
r030s004,0.8416,24.37,6.63,1.13,0.2062,0.7988,2,1
r030s005,0.9449,7.0,2.0,0.6,0.0105,0.8609,1,0
r030s007,0.8429,12.41,2.83,0.67,0.0783,0.8421,2,0
r030s011,0.9075,15.0,2.83,0.63,0.0091,0.8403,2,1
r030s013,0.4709,50.58,31.89,7.34,0.8815,0.5202,8,6
r030s014,0.9076,10.44,2.24,0.55,0.0223,0.883,2,1
r030s015,0.8182,7.35,3.32,0.46,0.1625,0.914,1,0
r030s017,0.9339,36.11,2.0,0.55,0.0286,0.8911,3,2
r030s019,0.7127,49.8,7.0,1.46,0.6448,0.7959,6,3
r030s020,0.7463,64.85,57.38,4.57,0.0531,0.8274,7,4
r030s021,0.9245,7.35,1.41,0.42,0.0822,0.9213,2,1
r030s022,0.801,9.95,3.74,0.95,0.0108,0.7458,3,0
r030s023,0.8435,68.8,5.1,1.92,0.1257,0.7982,8,5
r031s001,0.83,19.31,7.0,1.81,0.3572,0.5509,2,1
r031s002,0.8383,9.22,2.24,0.68,0.2219,0.8323,1,0
r031s003,0.8297,21.12,5.83,1.07,0.1318,0.7992,4,3
r031s004,0.4292,35.75,31.34,10.76,0.0214,0.385,8,7
r031s005,0.4759,12.88,6.0,1.56,0.0843,0.5977,5,1
r031s006,0.8204,8.12,3.0,0.75,0.1723,0.7958,1,0
r031s007,0.6471,18.55,6.0,2.17,1.0018,0.4105,5,0
r031s008,0.8633,6.32,2.24,0.48,0.0802,0.9207,1,0
r031s009,0.7257,44.55,23.73,3.44,0.3124,0.5757,2,1
r031s010,0.5867,49.34,37.01,5.31,0.8732,0.65,5,0
r031s011,0.105,59.88,50.73,12.59,0.9266,0.1105,10,7
r031s012,0.7107,9.9,5.0,1.25,0.0912,0.6768,1,0
r031s013,0.9038,67.23,4.58,1.77,0.0118,0.7043,3,2
r031s014,0.4747,42.1,39.42,9.77,0.6808,0.5761,2,1
r031s015,0.571,101.93,24.06,3.89,0.4793,0.5983,10,6
r031s016,0.9036,3.16,1.0,0.29,0.0739,0.9757,1,0
r031s017,0.7489,42.12,39.69,4.9,0.055,0.8456,4,2
r031s018,0.7844,19.52,4.58,0.9,0.2054,0.8067,3,2
r031s019,0.8557,6.08,1.77,0.45,0.1996,0.8965,3,0
r031s020,0.8919,47.02,1.41,1.44,0.086,0.9455,3,1
r031s021,0.7145,36.4,24.34,3.22,0.0866,0.7802,1,0
r031s022,0.94,55.43,2.24,1.12,0.0309,0.7934,3,2
r031s023,0.8471,1.73,1.0,0.26,0.3302,0.9812,2,0
r031s024,0.694,53.14,28.64,4.09,0.4502,0.6033,2,1
r031s025,0.0628,36.58,29.74,8.3,0.9668,0.076,8,6
r031s026,0.8811,5.1,1.0,0.31,0.0929,0.9577,1,0
r031s027,0.8534,4.12,1.41,0.39,0.0043,0.939,1,0
r031s028,0.8371,21.1,8.31,1.23,0.1878,0.7717,4,3
r031s029,0.8301,39.91,20.32,3.13,0.0105,0.8243,6,4
r031s030,0.7766,9.0,4.24,1.46,0.3674,0.5433,1,0
r031s031,0.3924,12.96,10.21,2.5,0.7333,0.4042,1,0
r031s032,0.6946,39.06,34.97,2.82,0.0493,0.8639,3,1
r031s033,0.873,5.39,2.0,0.56,0.0909,0.8608,1,0
r031s034,0.9375,13.93,2.24,0.66,0.027,0.851,1,0
r031s035,0.8715,54.27,4.12,1.31,0.0856,0.8154,1,0
r031s036,0.5485,16.25,8.54,1.77,0.3603,0.6206,6,0
r031s037,0.6792,13.56,8.62,1.72,0.1837,0.7236,3,0
r032s005,0.8357,35.29,8.29,1.87,0.1837,0.6334,1,0
r032s007,0.3684,73.31,66.56,10.56,0.7145,0.326,1,0
r032s008,0.8038,4.0,2.65,0.54,0.3478,0.8503,1,0
r032s010,0.9252,8.95,0.94,0.24,0.0027,0.9627,2,0
r032s013,0.8649,88.25,86.68,8.43,0.1436,0.8652,2,1
r032s014,0.6257,20.32,7.56,1.84,0.631,0.5895,5,1
r032s018,0.7742,37.45,31.56,2.64,0.2249,0.8168,2,1
r032s019,0.748,35.28,18.7,3.43,0.575,0.4489,2,0
r032s020,0.686,12.19,7.28,2.43,0.2421,0.3941,1,0
r032s023,0.9013,102.0,98.44,6.03,0.1797,0.934,2,1
r032s024,0.903,14.94,5.87,1.21,0.0966,0.7247,1,0
r032s025,0.9352,11.29,3.0,0.59,0.038,0.83,2,0
r032s027,0.0,,,,1.0,,1,1
r032s028,0.7707,106.04,6.29,3.01,0.2094,0.6266,2,0
r032s030,0.8991,19.85,7.2,1.4,0.138,0.7031,2,0
r032s031,0.9396,68.26,3.14,1.38,0.0278,0.8343,2,1
r032s032,0.6867,37.74,23.86,4.08,0.4182,0.5121,1,0
r032s033,0.1504,38.7,30.03,8.3,0.8984,0.17,1,0
r032s034,0.7599,19.8,7.56,1.56,0.1587,0.6873,3,1
r032s037,0.0375,114.19,79.63,58.21,0.001,0.0591,4,3
r032s038,0.8625,74.55,4.52,1.34,0.1238,0.6074,1,0
r032s039,0.1047,119.42,115.09,71.28,0.0576,0.1264,2,1
r032s040,0.8409,11.86,3.28,0.78,0.055,0.8176,1,0
r032s041,0.9213,24.75,5.87,1.32,0.0009,0.7393,1,0
r032s043,0.9242,43.7,3.14,0.91,0.1098,0.7652,2,1
r032s045,0.1339,79.04,72.32,18.2,12.4934,0.2089,1,0
r032s046,0.9155,21.76,3.75,1.04,0.0121,0.7376,1,0
r032s048,0.8351,12.47,4.2,0.88,0.1675,0.7937,1,0
r032s050,0.7112,72.32,65.0,11.65,0.1708,0.7266,7,3
r032s051,0.3627,68.75,66.11,20.56,0.6195,0.5109,4,1
r032s052,0.261,40.12,33.65,6.67,1.1281,0.3225,2,0
r032s053,0.8395,66.77,34.66,3.25,0.1575,0.8827,8,4
r032s054,0.8889,21.0,3.0,0.84,0.048,0.7893,1,0
r032s055,0.6319,66.45,64.22,12.04,0.4242,0.7285,3,0
r032s056,0.0,101.67,85.56,40.87,0.9969,0.0,2,2
r032s057,0.0,95.09,90.85,53.42,0.9992,0.0,5,5
r032s058,0.6392,76.31,55.36,7.19,0.3988,0.6525,6,4
r033s004,0.8174,12.21,4.58,1.09,0.2472,0.7366,2,0
r033s006,0.7522,37.22,10.05,2.75,0.1894,0.5988,2,1
r034s003,0.7798,27.09,15.65,2.57,0.1428,0.6627,4,2
r034s006,0.8308,50.17,4.0,1.8,0.0857,0.8922,8,3
r034s007,0.9291,14.53,2.45,0.56,0.0282,0.8899,2,1
r034s008,0.8246,3.32,1.41,0.39,0.0524,0.9308,1,0
r034s009,0.7028,31.46,13.94,2.1,0.3615,0.686,1,0
r034s010,0.8474,2.45,1.0,0.24,0.0427,0.9726,1,0
r034s011,0.8263,19.31,8.61,1.16,0.0518,0.8417,1,0
r034s012,0.0,88.84,86.62,76.33,0.9922,0.0,2,2
r034s013,0.9317,9.22,2.0,0.55,0.0389,0.8881,1,0
r034s014,0.7867,36.57,27.9,3.5,0.1489,0.6484,1,0
r034s015,0.7507,61.92,4.12,1.24,0.3775,0.6687,2,1
r034s021,0.6086,32.17,18.15,2.58,0.4183,0.6457,1,0
r034s022,0.6534,55.15,4.28,1.25,0.4144,0.8066,4,2
r034s025,0.8543,5.1,1.41,0.48,0.1715,0.9163,1,0
r034s026,0.8276,23.26,5.0,1.5,0.3631,0.6497,1,0
r034s032,0.7651,2.0,1.0,0.32,0.168,0.9709,2,0
r034s033,0.8225,4.0,1.41,0.41,0.4224,0.9213,1,0
r034s036,0.6053,2.24,1.27,0.42,1.1233,0.9468,1,0
r034s037,0.2904,55.47,41.48,10.84,4.7767,0.4102,1,0
r034s039,0.84,12.33,5.19,1.21,0.1777,0.6869,2,0
r034s040,0.8204,5.1,1.41,0.51,0.1687,0.9202,1,0
r034s046,0.4185,5.83,3.74,1.11,0.7305,0.5039,1,0
r034s047,0.5459,47.58,42.04,8.0,0.1821,0.6038,2,0
r034s048,0.5352,16.25,4.25,1.21,0.3665,0.7448,2,0
r035s001,0.8329,3.94,1.73,0.48,0.2601,0.8637,1,0
r035s002,0.8208,4.92,1.5,0.52,0.2392,0.8857,2,0
r035s003,0.4468,10.51,8.14,1.74,1.8317,0.5201,1,0
r035s004,0.7716,25.42,6.48,1.68,0.3258,0.5195,3,1
r035s005,0.7608,63.06,58.11,4.12,0.3011,0.847,2,0
r035s006,0.9075,5.34,1.5,0.45,0.0618,0.8881,1,0
r035s007,0.8183,39.23,1.8,1.24,0.0085,0.8802,1,0
r035s008,0.8546,2.0,1.0,0.24,0.0445,0.977,2,0
r035s009,0.0,14.19,12.95,9.02,2.9424,0.0,1,1
r035s010,0.8248,21.0,7.09,1.77,0.1666,0.4638,4,2
r035s011,0.816,66.89,58.98,6.94,0.2594,0.854,1,0
r035s012,0.7634,79.36,7.11,2.66,0.1062,0.6876,3,1
r035s013,0.0,31.36,29.75,20.8,0.8921,0.0,2,2
r035s014,0.7076,24.56,6.5,1.39,0.3622,0.6188,4,2
r035s015,0.7707,37.7,8.6,2.2,0.5545,0.4495,8,2
r038s001,0.4684,30.5,27.22,5.9,0.0093,0.5006,2,0
r038s003,0.3851,53.41,41.63,11.07,1.1512,0.4084,1,0
r038s005,0.8679,10.63,5.2,1.31,0.182,0.6287,1,0
r038s006,0.7529,18.36,11.22,1.32,0.3079,0.817,2,1
r038s007,0.0,87.95,86.41,65.77,0.3276,0.0,4,4
r038s008,0.7612,61.4,7.81,2.58,0.1209,0.5073,1,0
r038s009,0.7691,47.63,4.12,1.5,0.3211,0.6157,1,0
r038s010,0.8832,1.41,1.0,0.25,0.0192,0.9906,1,0
r038s011,0.7939,4.58,2.24,0.51,0.2073,0.8677,1,0
r038s012,0.2589,77.11,72.15,10.93,0.8247,0.2593,6,5
r038s013,0.7906,18.14,7.35,1.82,0.3073,0.4991,1,0
r038s014,0.9077,11.4,3.74,0.95,0.0947,0.7141,1,0
r038s015,0.9021,5.39,1.73,0.53,0.128,0.9014,1,0
r038s016,0.8635,4.24,1.73,0.51,0.1568,0.8643,1,0
r038s017,0.7689,11.05,5.0,1.38,0.0272,0.6376,3,0
r038s018,0.2233,31.45,29.74,9.87,0.8257,0.2966,3,2
r038s019,0.8028,28.72,5.1,1.53,0.0291,0.6448,3,2
r038s020,0.6139,69.89,37.0,5.93,0.4371,0.6809,5,2
r038s021,0.0,,,,1.0,,1,1
r038s022,0.8463,9.7,3.46,1.0,0.237,0.6838,1,0
r038s023,0.6816,6.08,2.42,0.72,0.3018,0.7914,1,0
r038s024,0.6951,58.27,55.63,8.12,0.1317,0.7494,1,0
r038s025,0.8828,47.63,3.16,1.9,0.1239,0.7444,1,0
r038s026,0.5481,49.03,47.53,9.37,0.5484,0.6495,2,1
r038s027,0.6118,19.95,15.03,2.7,0.5027,0.5762,4,1
r038s028,0.8438,22.16,8.06,1.61,0.1905,0.6462,1,0
r038s029,0.64,55.72,25.38,4.77,0.2857,0.5205,4,0
r038s030,0.5003,42.53,12.39,2.46,0.576,0.4941,7,1
r038s031,0.3166,44.6,40.22,16.81,0.5808,0.2745,3,2
r038s032,0.722,49.09,8.12,1.42,0.2844,0.7052,1,0
r038s033,0.816,5.1,2.24,0.63,0.0875,0.8455,1,0
r038s034,0.61,19.21,8.77,1.79,0.3944,0.5696,4,1
r038s035,0.0291,51.57,47.0,35.08,1.1462,0.0687,2,1
r038s036,0.7572,74.15,3.74,2.63,0.3427,0.6087,1,0
r038s037,0.7962,4.47,2.0,0.49,0.2324,0.8749,1,0
r038s038,0.3246,44.77,37.53,18.47,0.1068,0.3957,2,1
r038s039,0.8539,5.83,2.24,0.69,0.0473,0.826,1,0
r038s040,0.8127,13.34,5.2,1.2,0.1894,0.7081,1,0
r038s041,0.7073,16.25,9.32,1.51,0.345,0.7159,1,0
r038s042,0.7865,37.95,9.22,1.84,0.2655,0.6032,5,1
r038s043,0.7038,20.83,11.58,2.91,0.4281,0.3697,1,0
r038s044,0.1917,45.79,37.67,12.16,7.7641,0.3066,1,0
r038s045,0.7477,8.06,3.16,0.84,0.2953,0.7403,1,0
r038s046,0.7458,46.4,38.18,3.97,0.1786,0.7108,5,3
r038s047,0.7297,40.11,24.1,3.45,0.2849,0.628,2,0
r038s048,0.8446,20.1,4.0,1.0,0.0733,0.7824,1,0
r038s049,0.8252,47.52,10.98,2.94,0.0512,0.6354,2,0
r038s050,0.791,2.83,1.41,0.47,0.5155,0.9229,1,0
r038s051,0.4984,51.02,19.1,4.56,0.6436,0.2501,1,0
r038s052,0.7769,42.83,27.0,2.66,0.2746,0.6549,4,1
r038s053,0.8309,46.77,7.07,1.9,0.2403,0.6141,3,1
r038s054,0.3083,46.63,39.59,11.27,0.7866,0.2933,6,3
r038s055,0.0,59.14,56.84,45.71,0.5383,0.0,3,3
r038s056,0.921,28.37,3.74,1.08,0.0531,0.7296,2,1
r038s057,0.9076,1.41,1.0,0.2,0.0287,0.9958,1,0
r038s058,0.0,,,,1.0,,1,1
r038s059,0.6727,26.72,17.89,3.25,0.4208,0.4759,2,1
r038s060,0.8552,19.05,5.66,1.3,0.0664,0.712,1,0
r038s061,0.7662,101.83,20.0,3.82,0.2879,0.5364,1,0
r038s062,0.0,44.92,43.81,30.98,0.6613,0.0,1,1
r038s063,0.7356,12.21,6.0,1.77,0.3847,0.4695,1,0
r038s064,0.7027,31.16,16.31,2.46,0.4082,0.6397,5,3
r038s065,0.0,,,,1.0,,5,5
r038s066,0.8645,7.07,2.45,0.77,0.1455,0.8095,1,0
r038s067,0.1275,36.99,29.64,12.57,0.1933,0.1658,4,2
r038s068,0.0,59.26,57.6,45.77,0.6943,0.0,1,1
r038s069,0.8637,4.12,1.41,0.38,0.0912,0.9364,1,0
r038s070,0.8856,6.4,1.73,0.53,0.0171,0.8926,1,0
r038s071,0.8798,13.96,5.74,1.3,0.1604,0.6615,1,0
r038s072,0.8635,56.09,3.0,1.07,0.1024,0.7604,2,1
r038s073,0.037,72.15,60.16,40.93,0.9635,0.098,2,1
r038s074,0.0743,45.81,43.61,21.16,0.3938,0.1344,3,2
r038s075,0.207,62.26,53.05,23.12,0.0808,0.2083,4,3
r038s076,0.6564,26.55,19.91,3.23,0.4751,0.6714,8,4
r038s077,0.8125,13.75,6.32,1.58,0.2468,0.6274,1,0
r038s078,0.9361,9.27,3.0,0.76,0.0165,0.788,1,0
r038s079,0.3299,43.37,38.22,14.48,0.3168,0.3291,4,3
r038s080,0.211,52.56,45.71,18.12,0.2855,0.2498,5,3
r038s081,0.6285,19.34,11.18,2.4,0.2141,0.5376,3,0
r038s082,0.3179,68.73,15.81,5.74,0.1652,0.3526,2,0
r038s083,0.6601,9.7,3.74,0.92,0.6929,0.7624,3,0
r038s084,0.8112,18.89,4.47,1.25,0.0187,0.6913,1,0
r038s085,0.795,11.22,6.08,1.4,0.2211,0.63,1,0
r038s086,0.2584,75.67,72.84,23.31,0.7746,0.2648,6,5
r038s089,0.6763,61.6,4.58,2.1,0.3353,0.6796,2,1
r038s090,0.8473,6.62,2.0,0.63,0.0445,0.8528,1,0
r038s091,0.8366,11.36,1.41,0.48,0.1248,0.9152,7,1
r038s092,0.8474,10.0,3.61,1.03,0.1373,0.6871,2,0
r038s093,0.1373,56.92,55.02,22.28,0.8183,0.145,1,0
r038s094,0.4321,31.83,27.46,10.04,0.4192,0.4146,3,2
r038s095,0.8277,4.12,1.41,0.37,0.264,0.911,1,0
r038s096,0.5843,33.72,27.99,4.97,0.1404,0.718,2,0
r038s097,0.2519,64.82,58.13,8.75,0.8536,0.2492,7,4
r038s098,0.4937,39.41,37.12,7.64,0.401,0.5345,1,0
r039s001,0.8061,5.2,1.43,0.39,0.2252,0.8128,1,0
r039s002,0.0621,21.83,20.41,5.42,0.9679,0.0712,1,0
r039s003,0.4617,29.17,3.65,1.49,0.694,0.3592,1,0
r039s005,0.7846,24.59,11.74,2.87,0.3158,0.3991,1,0
r040s001,0.701,42.08,2.0,0.6,0.7581,0.8313,2,0
r040s002,0.7382,4.58,1.73,0.57,0.1695,0.8908,2,0
r040s003,0.0272,61.34,53.9,25.75,0.9022,0.0572,3,2
r040s004,0.5744,39.96,33.78,3.66,0.5887,0.5863,4,2
r040s005,0.6845,7.07,3.95,0.98,0.4519,0.6766,1,0
r040s006,0.4736,35.52,16.76,4.28,2.1927,0.2315,4,0
r040s007,0.9007,13.0,5.83,1.36,0.13,0.6472,1,0
r040s008,0.6728,84.27,70.43,4.4,0.2912,0.6671,4,1
r040s009,0.6396,35.3,19.48,2.48,0.1697,0.7179,9,1
r040s010,0.819,13.75,7.0,1.71,0.3221,0.5857,1,0
r040s011,0.8585,4.58,2.0,0.54,0.0667,0.8825,2,0
r040s012,0.8246,18.38,1.41,0.41,0.3173,0.9451,2,0
r040s013,0.8428,39.4,2.0,2.13,0.3331,0.9124,1,0
r040s014,0.1309,28.28,27.06,13.61,0.8192,0.1996,3,2
r040s015,0.8481,13.19,6.78,1.64,0.2102,0.5462,1,0
r040s016,0.838,9.06,3.74,0.92,0.1349,0.6824,1,0
r040s017,0.5609,41.28,36.82,5.35,0.4005,0.6674,4,2
r040s018,0.8908,11.18,3.32,0.94,0.1166,0.7106,1,0
r040s019,0.6985,41.7,8.22,1.89,0.039,0.8198,4,0
r040s020,0.8056,7.55,3.16,1.02,0.3156,0.5761,1,0
r040s022,0.8638,68.36,1.0,0.41,0.2431,0.9748,1,0
r040s023,0.835,20.74,4.58,1.26,0.0307,0.6598,3,2
r040s024,0.7388,16.03,6.48,1.37,0.3625,0.6383,9,2
r040s025,0.933,13.04,3.16,0.74,0.0786,0.8025,1,0
r040s026,0.9388,8.6,3.0,0.75,0.0264,0.7875,1,0
r040s027,0.6061,32.76,9.85,2.6,0.4837,0.3969,1,0
r040s028,0.8944,11.58,5.0,1.21,0.1516,0.6457,1,0
r040s029,0.8605,9.43,3.32,1.01,0.1396,0.6988,2,0
r040s030,0.9249,11.3,4.24,1.1,0.0193,0.6909,1,0
r040s031,0.923,10.72,4.0,0.98,0.0065,0.7432,1,0
r040s032,0.8373,13.96,6.78,1.58,0.1636,0.5784,1,0
r040s033,0.893,10.49,3.61,0.9,0.0055,0.7601,1,0
r040s034,0.9116,48.09,5.78,1.83,0.0301,0.7378,1,0
r040s035,0.8736,28.06,4.97,1.27,0.1147,0.8669,1,0
r040s036,0.7784,21.66,11.18,2.11,0.3229,0.6041,1,0
r040s037,0.9426,10.2,3.32,0.84,0.051,0.7654,1,0
r040s038,0.865,8.54,3.16,0.8,0.0723,0.784,1,0
r040s039,0.8048,45.73,4.03,1.43,0.012,0.6349,1,0
r040s041,0.9153,8.72,3.16,0.81,0.0441,0.788,1,0
r040s042,0.8393,29.14,10.05,1.85,0.2307,0.6166,3,2
r040s043,0.6199,58.88,50.06,9.82,0.1345,0.4983,24,23
r040s044,0.941,78.44,3.0,0.96,0.0607,0.7806,1,0
r040s045,0.8348,4.47,2.0,0.49,0.2487,0.8543,1,0
r040s046,0.8074,2.24,1.0,0.28,0.0903,0.9738,2,0
r040s047,0.7292,63.44,39.67,5.3,0.1316,0.6736,1,0
r040s048,0.6302,40.34,34.71,4.93,0.0116,0.672,1,0
r040s049,0.1548,51.02,24.85,8.55,0.9011,0.2001,1,0
r040s050,0.8464,9.8,4.36,1.25,0.1832,0.6334,3,1
r040s051,0.4686,61.2,59.83,12.69,0.0248,0.5566,1,0
r040s052,0.8473,7.21,1.73,0.52,0.1583,0.9164,2,1
r040s053,0.8739,15.94,5.66,1.36,0.1603,0.6469,1,0
r040s054,0.7094,12.69,7.0,1.23,0.4136,0.6903,1,0
r040s055,0.5391,50.01,44.56,8.31,0.4439,0.6399,4,1
r040s056,0.8437,3.0,1.41,0.33,0.1891,0.9211,1,0
r040s057,0.0559,61.22,54.13,19.76,0.7519,0.0802,12,11
r040s058,0.4533,66.67,63.71,7.72,2.0966,0.5681,1,0
r040s059,0.8368,28.95,19.92,3.29,0.1199,0.6247,2,0
r040s060,0.8566,7.1,2.97,0.8,0.172,0.7365,1,0
r040s061,0.8468,18.6,6.16,1.55,0.2221,0.6297,1,0
r040s062,0.8229,4.12,1.73,0.45,0.1827,0.8952,1,0
r040s063,0.2268,35.4,31.97,8.87,0.8574,0.3483,3,1
r040s064,0.8755,19.39,1.41,0.68,0.0557,0.9175,3,2
r040s065,0.7165,19.82,13.99,1.89,0.354,0.7392,2,1
r040s066,0.842,2.24,1.0,0.27,0.1922,0.9681,1,0
r040s067,0.9277,8.58,3.0,0.76,0.0073,0.804,1,0
r040s068,0.9244,12.69,3.74,0.99,0.0561,0.7421,1,0
r040s069,0.8718,8.6,3.16,1.04,0.164,0.6915,1,0
r040s070,0.7276,8.94,3.61,0.96,0.2229,0.7478,2,0
r040s071,0.4985,47.31,38.79,7.41,0.647,0.2973,2,1
r040s072,0.9213,4.0,2.0,0.62,0.0997,0.8547,1,0
