case_id,DSC_1,HD_1,HD95_1,ASSD_1,RVE_1,NSD_1,NLesions_1,MissedLesions_1
r069s020,0.8782,16.55,4.68,1.22,0.0181,0.5777,13,12
r069s021,0.7214,65.86,45.3,5.63,0.1246,0.5749,3,0
r069s022,0.8677,86.09,70.12,7.82,0.0581,0.5751,1,0
r069s023,0.6937,57.72,38.79,5.19,0.2023,0.6749,10,9
r069s024,0.5352,17.33,11.8,2.91,0.2545,0.378,4,0
r069s025,0.7974,18.0,7.37,1.58,0.1171,0.5618,6,2
r069s026,0.8486,64.93,40.24,3.77,0.1774,0.4438,22,21
r069s027,0.0856,47.76,44.63,12.12,0.9213,0.1388,3,2
r069s029,0.6004,29.61,21.81,6.46,0.5576,0.2848,7,4
r069s030,0.5779,41.33,6.09,2.77,1.1104,0.303,4,2
r069s031,0.6016,43.84,6.92,2.29,0.5633,0.3349,7,5
r069s032,0.3036,45.53,42.62,8.64,0.7722,0.3274,16,11
r069s033,0.7582,45.32,38.98,5.45,0.1406,0.6541,5,4
r069s034,0.5168,45.29,26.1,3.76,0.3092,0.5341,9,6
r069s035,0.8067,38.35,26.38,2.09,0.1769,0.7201,4,3
r069s036,0.5637,62.36,9.45,2.32,0.598,0.4302,3,2
r069s037,0.4738,47.2,39.66,6.01,0.5828,0.4554,20,13
r069s039,0.643,39.12,12.94,2.83,0.5134,0.3675,2,1
r069s040,0.611,57.58,44.94,4.67,0.4832,0.4732,7,4
r069s041,0.6339,59.79,16.29,3.86,0.7347,0.3271,10,7
r069s043,0.895,181.67,3.12,0.82,0.0183,0.7082,2,1
r069s044,0.5607,15.77,10.02,1.79,0.3506,0.4811,1,0
r070s003,0.8265,42.07,2.0,1.22,0.2602,0.9054,4,2
r070s004,0.6546,34.07,31.06,3.5,0.4975,0.6326,4,2
r070s005,0.7856,2.24,1.41,0.44,0.5214,0.9291,1,0
r070s006,0.5845,46.4,13.08,3.19,0.7533,0.4605,4,1
r070s007,0.8256,14.46,7.14,1.67,0.205,0.5806,1,0
r070s008,0.7665,8.06,3.32,1.02,0.5901,0.7062,2,0
r070s009,0.7212,37.99,14.59,2.5,0.2813,0.7395,5,3
r070s010,0.6502,44.41,15.66,2.34,0.4797,0.6277,8,4
r071s001,0.678,33.39,28.05,2.25,0.2229,0.8139,5,1
r071s002,0.0288,76.58,50.23,7.68,0.9854,0.0485,4,3
r071s007,0.3147,52.2,26.6,5.77,0.7427,0.3449,7,3
r071s010,0.3101,25.2,18.69,4.21,0.7784,0.3153,4,2
r071s011,0.8772,56.3,2.83,0.76,0.1347,0.8636,3,2
r071s014,0.6268,38.48,12.41,1.87,0.1386,0.7087,5,4
r071s016,0.4877,58.07,47.23,5.7,0.6247,0.4971,10,6
r071s017,0.8583,53.6,3.0,1.21,0.0494,0.7282,3,2
r071s018,0.7336,32.17,26.02,2.55,0.0359,0.8226,6,3
r071s019,0.838,12.41,5.39,1.25,0.2379,0.6626,1,0
r071s020,0.7996,32.89,4.35,1.36,0.162,0.8757,6,3
r071s021,0.0,,,,1.0,,2,2
r071s022,0.824,66.05,60.05,5.0,0.1251,0.8911,4,2
r071s023,0.4658,26.55,17.49,3.22,0.6815,0.4321,2,1
r071s024,0.7451,59.25,56.25,9.06,0.1522,0.8011,3,2
r071s025,0.6815,10.82,9.43,1.61,0.2393,0.773,2,1
r071s026,0.7388,21.28,3.03,1.12,0.3985,0.7307,3,1
r071s027,0.6401,29.56,23.32,3.32,0.2747,0.7166,7,4
r071s028,0.8646,67.68,8.19,2.65,0.0651,0.8223,4,3
r071s029,0.7224,14.9,4.24,0.93,0.2048,0.7898,4,1
r071s030,0.8103,26.0,2.45,1.12,0.2325,0.8212,3,0
r071s031,0.8449,13.3,9.49,1.23,0.0356,0.8652,2,1
r071s032,0.6721,10.34,5.77,0.95,0.4076,0.7881,4,1
r071s033,0.4835,5.92,5.1,1.02,0.6107,0.6581,1,0
r071s034,0.8182,8.6,3.61,0.67,0.2229,0.8454,1,0
r071s036,0.8058,9.43,6.63,0.93,0.2264,0.819,1,0
soop0003,0.047,70.77,59.76,21.08,0.9534,0.0603,6,5
soop0011,0.8123,8.77,2.09,0.59,0.0237,0.8605,1,0
soop0019,0.0559,100.68,98.38,40.19,0.9695,0.1383,4,2
soop0148,0.9276,46.64,6.58,1.63,0.1011,0.8722,8,3
soop0162,0.8866,45.44,5.2,1.69,0.0705,0.7263,4,1
soop0164,0.6791,21.27,5.85,1.7,0.2692,0.6743,8,1
soop0168,0.7452,22.44,5.03,0.94,0.4744,0.8469,9,0
soop0173,0.9606,55.77,1.74,0.63,0.0212,0.8911,6,4
soop0175,0.6773,3.09,1.98,0.52,0.4818,0.7954,1,0
soop0192,0.2626,82.42,76.99,17.51,3.5205,0.3581,2,1
soop0235,0.0379,59.66,52.17,19.45,0.98,0.0003,2,1
soop0251,0.9003,18.4,5.57,1.05,0.1061,0.7984,1,0
soop0267,0.7618,8.38,2.45,0.64,0.2743,0.7803,8,0
soop0283,0.887,39.57,0.98,1.51,0.0475,0.9602,4,1
soop0285,0.6362,11.92,8.53,1.45,0.5334,0.6667,1,0
soop0290,0.9492,91.73,0.84,0.7,0.0038,0.9701,2,1
soop0294,0.7538,21.45,11.5,2.97,0.3567,0.451,1,0
soop0296,0.8393,6.55,2.27,0.45,0.2373,0.8753,3,0
soop0327,0.9402,78.49,2.2,1.59,0.0667,0.8889,9,4
soop0344,0.7113,28.86,12.77,2.45,0.3464,0.6108,6,2
soop0346,0.8317,34.1,12.15,2.09,0.2931,0.6862,4,3
soop0356,0.7544,15.97,9.35,1.49,0.3241,0.7143,15,4
soop0360,0.9187,27.09,2.24,0.77,0.0209,0.8741,9,2
soop0371,0.943,13.87,1.0,0.29,0.0225,0.9558,6,2
soop0375,0.9271,39.54,23.09,1.83,0.068,0.8971,7,3
soop0377,0.8085,46.42,28.99,3.35,0.3744,0.7836,2,1
soop0381,0.9488,7.45,1.43,0.33,0.0171,0.8824,4,1
soop0384,0.8108,28.79,11.47,1.78,0.3561,0.7242,8,3
soop0394,0.249,87.76,86.37,14.41,5.9979,0.3465,1,0
soop0416,0.7819,29.48,12.08,1.96,0.3296,0.6669,7,3
soop0430,0.7527,86.83,79.35,12.16,0.3352,0.7275,7,2
soop0468,0.9498,2.89,0.7,0.21,0.0005,0.9757,4,0
soop0477,0.92,77.43,14.5,1.78,0.0413,0.8771,5,3
soop0494,0.8947,33.04,4.39,1.28,0.1747,0.7095,3,1
soop0507,0.9574,4.24,1.41,0.36,0.026,0.9365,1,0
soop0510,0.9472,56.16,1.46,0.64,0.0589,0.9112,5,1
soop0554,0.9068,37.24,3.51,1.21,0.1064,0.7363,8,4
soop0556,0.9482,3.37,0.85,0.22,0.0865,0.9622,3,0
soop0557,0.5644,101.94,93.95,21.72,0.5636,0.3751,3,2
soop0573,0.783,93.81,3.48,1.36,0.3977,0.6402,4,2
soop0579,0.968,4.54,1.04,0.35,0.052,0.9485,1,0
soop0580,0.7035,81.01,71.21,14.92,0.5586,0.5459,1,0
soop0599,0.7316,77.73,64.48,6.59,0.3197,0.4665,4,2
soop0623,0.4627,40.44,35.93,10.26,1.1196,0.5062,9,2
soop0657,0.6751,40.23,8.7,2.6,0.3107,0.3845,18,7
soop0674,0.4303,47.69,27.55,5.61,0.6434,0.2844,12,5
soop0687,0.0738,83.71,81.15,11.99,0.9603,0.1331,3,2
soop0690,0.0,101.81,100.12,91.66,0.9543,0.0,1,1
soop0705,0.6873,48.76,11.41,2.98,0.1426,0.4503,6,3
soop0708,0.0842,64.35,55.22,14.87,0.9501,0.1087,8,4
soop0754,0.7882,72.98,10.44,2.0,0.2718,0.5815,9,7
soop0755,0.8595,6.62,3.28,0.97,0.0583,0.6383,1,0
soop0769,0.8498,3.85,1.4,0.3,0.2231,0.8735,3,0
soop0783,0.9398,40.56,1.07,0.43,0.0468,0.934,2,0
soop0791,0.7522,78.3,64.88,11.33,0.4874,0.702,2,0
soop0795,0.8828,62.69,15.44,2.15,0.0734,0.7299,7,3
soop0796,0.971,7.87,1.03,0.28,0.0133,0.9484,4,2
soop0808,0.487,12.33,12.0,2.78,1.181,0.4343,1,0
soop0813,0.7391,26.98,8.86,2.59,0.377,0.4311,6,3
soop0829,0.9363,21.45,1.74,0.59,0.0497,0.8793,3,1
soop0850,0.8411,57.29,4.2,1.44,0.1023,0.7717,3,1
soop0862,0.9542,5.9,1.32,0.3,0.0296,0.9047,3,1
soop0880,0.7302,35.5,5.02,1.73,0.2199,0.4795,2,1
soop0881,0.2106,55.46,40.28,9.67,0.8715,0.0867,1,0
soop0882,0.5796,46.94,35.51,4.06,0.5656,0.55,10,6
soop0885,0.0,85.15,81.3,52.63,0.9701,0.0,4,4
soop0894,0.9413,57.74,1.65,0.88,0.1,0.9233,2,1
soop0910,0.0,,,,1.0,,0,0
soop0932,0.2623,87.88,84.08,29.24,0.7435,0.2169,7,6
soop0961,0.0,,,,1.0,,0,0
soop0966,0.0052,104.97,103.09,46.51,0.9903,0.0254,3,2
soop0968,0.8558,35.7,6.07,1.45,0.2757,0.6792,5,1
soop0970,0.0797,66.48,60.96,20.56,0.954,0.1429,6,4
soop0975,0.7933,12.19,8.51,1.11,0.2726,0.81,5,1
soop0982,0.7591,38.35,17.67,2.42,0.4982,0.7228,4,0
soop0987,0.7744,35.47,13.68,2.02,0.2291,0.6751,6,2
soop0991,0.933,51.95,2.56,0.67,0.0453,0.8247,3,1
soop1005,0.0138,90.67,87.18,35.02,0.9923,0.0477,2,1
soop1006,0.7922,14.98,7.83,1.39,0.4714,0.6928,6,0
soop1012,0.2711,60.99,54.39,21.24,0.4367,0.2863,6,4
soop1024,0.7971,70.32,57.1,7.55,0.0012,0.6048,4,3
soop1025,0.9341,37.64,2.28,0.95,0.1013,0.8662,5,1
soop1026,0.5506,74.48,72.54,19.1,0.5429,0.6103,2,1
soop1027,0.8928,34.51,2.4,0.58,0.1345,0.8643,5,2
soop1034,0.3388,12.4,7.68,2.16,0.7366,0.3507,2,1
soop1037,0.7094,19.52,11.82,1.75,0.3792,0.6714,6,1
soop1043,0.576,24.6,11.0,2.71,0.3033,0.4224,2,1
soop1046,0.8582,49.02,3.58,1.35,0.0519,0.5629,53,47
soop1056,0.6197,16.15,10.83,2.85,0.493,0.3008,2,0
soop1086,0.0,,,,1.0,,1,1
soop1090,0.1488,80.9,79.4,30.79,0.4105,0.1901,2,1
soop1093,0.2913,14.18,10.61,4.93,0.8217,0.1071,1,0
soop1096,0.8631,48.25,7.33,1.67,0.0742,0.6688,12,9
soop1105,0.8998,23.99,5.46,1.02,0.103,0.7573,15,12
soop1129,0.8297,31.02,7.87,1.37,0.1192,0.7448,7,2
soop1132,0.0457,75.9,72.74,31.04,0.961,0.0859,9,8
soop1133,0.5357,65.95,64.61,16.58,0.4,0.5893,3,2
soop1144,0.7764,77.54,65.12,5.7,0.0486,0.6467,13,9
soop1145,0.8565,44.91,4.0,1.01,0.162,0.7021,5,1
soop1156,0.8663,26.93,3.25,0.7,0.1,0.8413,4,1
soop1157,0.7953,19.76,9.97,1.32,0.1206,0.7764,4,1
soop1162,0.898,40.62,23.32,2.12,0.0938,0.864,9,4
soop1166,0.958,2.96,0.67,0.16,0.0008,0.9767,1,0
soop1187,0.9436,32.83,1.38,0.47,0.014,0.9196,5,2
soop1190,0.2082,89.2,85.79,27.18,0.8794,0.2908,8,5
soop1192,0.7419,23.68,13.13,2.21,0.0316,0.5721,5,1
soop1244,0.5239,32.1,29.31,6.34,0.2239,0.5629,3,1
soop1260,0.8313,15.23,4.81,1.32,0.0198,0.6066,6,1
soop1266,0.1199,32.84,26.9,9.24,0.9262,0.0731,2,0
soop1271,0.8765,69.74,3.15,0.72,0.1789,0.7778,4,0
soop1277,0.8422,65.71,28.1,3.63,0.1371,0.6103,8,6
soop1298,0.7743,77.98,37.22,5.03,0.1962,0.6152,3,1
soop1301,0.954,75.37,33.09,2.89,0.045,0.8794,5,4
soop1302,0.8385,46.97,7.31,1.71,0.1524,0.7799,6,5
soop1311,0.2038,68.72,66.58,25.68,0.8531,0.2752,2,1
soop1317,0.7413,46.88,15.29,2.58,0.3728,0.6011,2,1
soop1320,0.8259,24.4,5.51,1.59,0.1191,0.5387,2,0
soop1323,0.7087,58.81,17.54,3.38,0.4109,0.4373,3,1
soop1336,0.7784,18.43,3.34,0.83,0.1903,0.8288,8,1
soop1342,0.0845,86.18,82.36,39.58,2.2934,0.118,2,1
soop1343,0.5429,62.57,35.08,8.49,0.2436,0.6183,2,0
soop1344,0.8516,110.44,0.6,0.98,0.276,0.9864,2,1
soop1355,0.8042,21.75,9.28,1.79,0.1162,0.6744,6,1
soop1360,0.9298,26.56,1.71,0.4,0.061,0.9253,5,0
soop1361,0.0,113.98,111.23,90.6,0.9907,0.0,3,3
soop1382,0.9201,37.58,2.0,0.67,0.1123,0.8949,10,4
soop1393,0.7417,39.66,8.73,2.04,0.4785,0.4797,7,1
soop1399,0.7245,49.65,11.82,2.18,0.6489,0.6344,8,3
soop1403,0.9511,7.05,1.31,0.34,0.0783,0.9311,4,0
soop1407,0.0,,,,1.0,,3,3
soop1412,0.8487,34.05,5.08,0.84,0.1704,0.8549,6,1
soop1429,0.8628,5.45,2.34,0.56,0.2727,0.8145,6,1
soop1435,0.6997,35.87,3.59,2.35,0.3334,0.8077,3,0
soop1452,0.9094,8.77,1.71,0.39,0.034,0.9207,6,1
soop1456,0.6025,11.53,7.22,1.4,0.9184,0.6257,2,0
soop1458,0.758,32.2,7.72,2.33,0.361,0.4444,5,2
soop1481,0.9345,7.11,1.38,0.32,0.0598,0.9182,2,0
soop1488,0.5885,59.59,36.45,6.81,0.573,0.3873,8,6
soop1531,0.4673,93.41,91.02,13.45,0.3719,0.4117,4,3
soop1532,0.9165,77.17,4.02,0.9,0.0051,0.8695,2,1
soop1536,0.6552,83.14,48.07,4.72,0.32,0.7727,1,0
soop1543,0.8281,10.59,3.74,0.93,0.0317,0.7166,5,0
soop1545,0.967,9.73,1.39,0.41,0.039,0.9141,4,3
soop1547,0.8382,79.4,61.81,4.61,0.2237,0.675,4,2
soop1556,0.0117,116.07,110.07,44.93,0.9776,0.0386,11,8
soop1565,0.6652,25.61,13.62,2.91,0.4439,0.5837,4,0
soop1590,0.9206,12.93,3.8,0.88,0.1405,0.8034,3,0
soop1607,0.0047,44.05,33.9,11.43,0.9912,0.0153,7,5
soop1608,0.1932,40.4,24.28,6.64,6.1163,0.2147,12,5
soop1613,0.7792,55.62,50.38,6.36,0.0446,0.8087,4,2
soop1625,0.8432,56.45,2.06,0.64,0.1908,0.8582,4,1
soop1636,0.9558,9.6,1.32,0.36,0.0079,0.9278,3,0
soop1650,0.6722,35.46,3.75,0.98,0.2878,0.7951,8,2
soop1653,0.6395,28.74,25.31,6.96,0.3716,0.6213,4,2
soop1669,0.8984,4.98,0.87,0.21,0.1414,0.9561,5,0
soop1684,0.9695,22.87,0.84,0.2,0.0337,0.9617,4,2
soop1690,0.9255,19.66,2.37,0.49,0.0772,0.8766,5,1
soop1693,0.9402,1.46,0.47,0.11,0.0009,0.9927,1,0
soop1699,0.4747,69.97,67.97,20.75,0.4271,0.5078,2,1
soop1700,0.7393,15.96,12.86,1.21,0.0353,0.9024,5,1
soop1701,0.8234,3.65,1.07,0.2,0.0849,0.9432,1,0
soop1704,0.8554,2.8,0.9,0.21,0.1925,0.9567,4,0
soop1707,0.7862,18.22,9.81,1.8,0.3231,0.6971,2,0
soop1720,0.9645,35.81,0.92,0.29,0.0492,0.9693,3,1
soop1722,0.9653,73.2,0.97,0.66,0.0105,0.9553,2,1
soop1724,0.8909,66.19,2.62,1.56,0.0224,0.8543,1,0
soop1727,0.8503,54.21,7.34,2.36,0.1791,0.5057,3,2
soop1728,0.7809,66.75,3.35,1.01,0.0081,0.6226,2,1
soop1737,0.5196,53.71,47.22,13.31,0.5082,0.4548,5,2
